,ParticipantID,Run,Condition,ConditionName,Question,QuestionNumber,peerName,left_or_right,FirstButtonPressTime,CorrectButtonPressTime,ParticipantsFirstAnswer,First_RT,Correct_RT,ItemStart,ItemEnd,FeedbackStart,FeedbackEnd,ItemDur,FeedbackDur,Real_ITI,Real_ISI,TrialStart,TrialEnd,TrialEnd_Length,FixStart,FixDur,FixEnd,item_x,valence,item_y,rating,valence_redcap,redcap_v_task
0,SCN_116,3,3,HighReward_DisPeer,like camping,56.0,Charlie,L,9.550996800000576,9.550996800000576,L,0.7012793000030797,0.7012793000030797,7.326038700000936,9.834928799999034,11.922032099999342,13.922558400001437,2.508890099998098,2.000526300002093,1.7653810999981945,2.087091199999122,6.791291800000181,13.922618799999327,8.90535959999761,0.0166228000016417,5.000571399999899,5.017194200001541,like camping,pos,56,5,pos,0
1,SCN_116,3,5,HighReward_SimPeer,like laser tag,91.0,Shiloh,R,21.868585000000166,21.868585000000166,R,1.0632511999974668,1.0632511999974668,19.274101200000587,22.15785909999977,24.746009200000117,26.7460530999997,2.883757899999182,2.000043899999582,4.809979699999531,2.5881391000002623,18.75247010000021,26.746113400000468,12.81655910000336,,,,like laser tag,pos,91,4,pos,0
2,SCN_116,3,5,HighReward_SimPeer,like friends,180.0,Shiloh,R,32.24997799999983,32.24997799999983,R,0.6411755999979505,0.6411755999979505,30.080441599999176,32.5272197000013,36.13392020000174,38.133330799999385,2.4467781000021205,1.9994105999976457,2.7928947000000335,3.6066896000011184,29.55927910000173,38.13339130000168,11.381995600000664,,,,like friends,pos,180,4,pos,0
3,SCN_116,3,1,LowReward_Computer,donÕt like phone calls,113.0,Computer,R,44.82417010000063,44.82417010000063,R,0.6586332999977458,0.6586332999977458,42.628550299999915,45.100625899998704,50.59417830000166,52.594281099998625,2.4720755999987887,2.0001027999969665,3.944462299998122,5.4935416000007535,42.098755700000766,52.594340399999055,14.455602000001818,,,,donÕt like phone calls,neg,113,1,neg,0
4,SCN_116,3,4,HighReward_Computer,not superstitious,2.0,Computer,L,57.60588629999984,57.60588629999984,L,0.7667963999992935,0.7667963999992935,55.3102770000005,57.89112970000133,62.31596780000109,64.31518290000167,2.580852700000833,1.9992151000005831,2.168427199998405,4.424827099999675,54.783031399998436,64.31523490000109,11.71548360000088,,,,not superstitious,neg,2,2,neg,0
5,SCN_116,3,5,HighReward_SimPeer,don't like homework,106.0,Shiloh,L,,,,,,67.90278450000187,71.71685129999969,74.33838530000139,76.33803489999991,3.8140667999978177,1.99964959999852,3.036014499997691,2.621507799998654,67.37253110000165,76.3380896000017,12.017384299997502,,,,don't like homework,neg,106,1,neg,0
6,SCN_116,3,4,HighReward_Computer,like documentaries,183.0,Computer,L,79.90513389999978,79.90513389999978,L,0.5907753999999841,0.5907753999999841,77.78522140000132,80.1992977000009,84.40715460000138,86.40806929999962,2.414076299999578,2.0009146999982477,0.9066064999969968,4.207845199998701,77.26540400000158,86.40812690000166,10.064393100001324,,,,like documentaries,pos,183,4,pos,0
7,SCN_116,3,3,HighReward_DisPeer,don't like knitting,129.0,Charlie,R,94.5108020000007,94.5108020000007,R,0.6860871999997471,0.6860871999997471,92.29606150000107,94.79316240000117,99.45189089999984,101.4521730000015,2.4971009000000777,2.000282100001641,5.349621400000615,4.658716699999786,91.77722569999968,101.45222120000108,15.038420400000176,,,,don't like knitting,neg,129,1,neg,0
8,SCN_116,3,5,HighReward_SimPeer,like action movies,81.0,Shiloh,R,108.10811390000164,108.10811390000164,R,0.7581981000002997,0.7581981000002997,105.82155100000092,108.40188549999948,110.57259909999992,112.57194320000052,2.580334499998571,1.9993441000005987,3.830671699997765,2.1707021000001987,105.30295050000132,112.57199540000148,11.11400009999852,,,,like action movies,pos,81,4,pos,0
9,SCN_116,3,0,LowReward_DisPeer,like poetry,160.0,Charlie,L,118.39384040000004,118.39384040000004,L,0.6077562999998918,0.6077562999998918,116.2562582999999,118.67105979999906,121.50969769999938,123.51011970000036,2.4148014999991574,2.000422000000981,3.145383300001413,2.838613899999473,115.73840550000024,123.51017580000187,10.932402400001592,,,,like poetry,pos,160,4,pos,0
10,SCN_116,3,0,LowReward_DisPeer,like history,96.0,Charlie,R,131.5282057000004,131.5282057000004,R,1.8032267000016873,1.8032267000016873,128.19431930000064,131.81222219999836,137.4393541999998,139.43915299999935,3.617902899997716,1.999798799999553,4.148005300001387,5.627121299999999,127.6781529,139.43919900000037,15.92400650000127,,,,like history,pos,96,4,pos,0
11,SCN_116,3,0,LowReward_DisPeer,don't like chatting online,13.0,Charlie,L,144.06991850000122,144.42168899999888,,0.519173699998646,0.8709466000000248,142.0232587999999,144.70293030000175,147.32445010000083,149.32502309999836,2.6796715000018594,2.00057299999753,2.042325099999289,2.621509299999161,141.5021650000017,149.32507700000133,9.880888399999094,,,,don't like chatting online,neg,13,2,neg,0
12,SCN_116,3,2,LowReward_SimPeer,like shopping online,161.0,Shiloh,R,,,,,,152.65799870000046,156.4748056999997,158.82921089999945,160.82913339999868,3.816806999999244,1.999922499999229,2.7911220000023604,2.354393699999491,152.1359897000002,160.82919069999843,11.49813500000164,,,,like shopping online,pos,161,4,pos,0
13,SCN_116,3,1,LowReward_Computer,like board games,99.0,Computer,L,166.22515349999958,166.22515349999958,L,0.7335056999982044,0.7335056999982044,163.96173629999976,166.51020860000062,171.2189959999996,173.2197687000007,2.548472300000867,2.0007727000011073,2.584371500000998,4.7087611999995715,163.43403340000077,173.21982280000157,12.38431330000094,,,,like board games,pos,99,5,pos,0
14,SCN_116,3,4,HighReward_Computer,like lunch time,193.0,Computer,L,178.81528049999906,178.81528049999906,L,0.7835799999993469,0.7835799999993469,176.5021983000006,179.10033340000157,183.64215680000052,185.64311420000013,2.5981351000009454,2.0009573999996064,2.745654900001682,4.5418119999994815,175.9850434,185.64317260000095,12.417242300001815,,,,like lunch time,pos,193,4,pos,0
15,SCN_116,3,1,LowReward_Computer,an animal lover,1.0,Computer,R,191.59654779999985,191.59654779999985,R,0.5572713000001386,0.5572713000001386,189.5129917000013,191.89086099999983,193.9280178000008,195.92817410000137,2.377869299998565,2.0001563000005262,3.321495000000141,2.0371393999994325,188.98407379999844,195.92825749999977,10.278936399998202,,,,an animal lover,pos,1,4,pos,0
16,SCN_116,3,5,HighReward_SimPeer,like being alone,111.0,Shiloh,L,203.93100739999863,203.93100739999863,L,0.6188554000000295,0.6188554000000295,201.7836353999992,204.21387930000128,207.2863498000006,209.2861239999984,2.430243900002097,1.9997741999977736,5.313744499999302,3.0724467000000004,201.26216230000136,209.28617360000135,13.351645999999164,,,,like being alone,pos,111,5,pos,0
17,SCN_116,3,0,LowReward_DisPeer,like writing stories,118.0,Charlie,R,214.23219059999977,214.23219059999977,R,0.5840917999994417,0.5840917999994417,212.11928970000008,214.5164121000016,216.6871295000019,218.68712669999877,2.397122400001535,1.999997199996869,2.2953887000003306,2.170692300001974,211.60205629999837,218.68717630000177,9.394849799999063,,,,like writing stories,pos,118,4,pos,0
