"record_id","item","value"
"SCN_214","socrew1","4"
"SCN_214","socrew2","2"
"SCN_214","socrew3","2"
"SCN_214","socrew4","2"
"SCN_214","socrew5","2"
"SCN_214","socrew6","4"
"SCN_214","socrew7","2"
"SCN_214","socrew8","2"
"SCN_214","socrew9","2"
"SCN_214","socrew10","4"
"SCN_214","socrew11","1"
"SCN_214","socrew12","4"
"SCN_214","socrew13","4"
"SCN_214","socrew14","4"
"SCN_214","socrew15","5"
"SCN_214","socrew16","4"
"SCN_214","socrew17",NA
"SCN_214","socrew18","2"
"SCN_214","socrew19","4"
"SCN_214","socrew20","4"
"SCN_214","socrew21","4"
"SCN_214","socrew22","5"
"SCN_214","socrew23","4"
"SCN_214","socrew24","4"
"SCN_214","socrew25","4"
"SCN_214","socrew26","4"
"SCN_214","socrew27","5"
"SCN_214","socrew28","5"
"SCN_214","socrew29","2"
"SCN_214","socrew30","4"
"SCN_214","socrew31","4"
"SCN_214","socrew32","2"
"SCN_214","socrew33","4"
"SCN_214","socrew34","4"
"SCN_214","socrew35","5"
"SCN_214","socrew36","4"
"SCN_214","socrew37","5"
"SCN_214","socrew38","4"
"SCN_214","socrew39","4"
"SCN_214","socrew40","4"
"SCN_214","socrew41","2"
"SCN_214","socrew42","4"
"SCN_214","socrew43","2"
"SCN_214","socrew44","5"
"SCN_214","socrew45","2"
"SCN_214","socrew46","4"
"SCN_214","socrew47","4"
"SCN_214","socrew48","4"
"SCN_214","socrew49","5"
"SCN_214","socrew50","2"
"SCN_214","socrew51","4"
"SCN_214","socrew52","2"
"SCN_214","socrew53","4"
"SCN_214","socrew54","4"
"SCN_214","socrew55","4"
"SCN_214","socrew56","2"
"SCN_214","socrew57","2"
"SCN_214","socrew58","2"
"SCN_214","socrew59","4"
"SCN_214","socrew60","2"
"SCN_214","socrew61","2"
"SCN_214","socrew62","4"
"SCN_214","socrew63","4"
"SCN_214","socrew64","2"
"SCN_214","socrew65","4"
"SCN_214","socrew66","2"
"SCN_214","socrew67","4"
"SCN_214","socrew68","2"
"SCN_214","socrew69","4"
"SCN_214","socrew70","4"
"SCN_214","socrew71","4"
"SCN_214","socrew72","2"
"SCN_214","socrew73","5"
"SCN_214","socrew74","2"
"SCN_214","socrew75","4"
"SCN_214","socrew76","2"
"SCN_214","socrew77","2"
"SCN_214","socrew78","2"
"SCN_214","socrew79","4"
"SCN_214","socrew80","2"
"SCN_214","socrew81","4"
"SCN_214","socrew82","2"
"SCN_214","socrew83","4"
"SCN_214","socrew84","5"
"SCN_214","socrew85","5"
"SCN_214","socrew86","4"
"SCN_214","socrew87","5"
"SCN_214","socrew88","2"
"SCN_214","socrew89","4"
"SCN_214","socrew90","4"
"SCN_214","socrew91","5"
"SCN_214","socrew92","2"
"SCN_214","socrew93",NA
"SCN_214","socrew94","4"
"SCN_214","socrew95","4"
"SCN_214","socrew96","5"
"SCN_214","socrew97","5"
"SCN_214","socrew98","2"
"SCN_214","socrew99","4"
"SCN_214","socrew100","5"
"SCN_214","socrew101","2"
