"agree_pos_sim","agree_neg_sim","disagree_pos_sim","disagree_neg_sim","agree_pos_dis","agree_neg_dis","disagree_pos_dis","disagree_neg_dis","agree_pos_comp","agree_neg_comp","disagree_pos_comp","disagree_neg_comp","pos_practice","neg_practice"
47,102,79,41,203,3,59,27,6,107,111,187,69,143
46,154,182,134,150,92,97,118,13,114,185,20,75,161
29,166,37,NA,54,NA,140,32,88,61,93,2,119,186
130,44,206,NA,193,NA,142,38,81,64,211,168,NA,113
49,183,155,NA,174,NA,82,128,122,19,10,159,NA,58
35,144,23,NA,15,NA,87,129,189,NA,170,NA,NA,NA
156,201,NA,NA,NA,NA,152,53,124,NA,181,NA,NA,NA
94,194,NA,NA,NA,NA,86,136,164,NA,26,NA,NA,NA
131,NA,NA,NA,NA,NA,7,NA,22,NA,126,NA,NA,NA
89,NA,NA,NA,NA,NA,148,NA,146,NA,108,NA,NA,NA
1,NA,NA,NA,NA,NA,123,NA,209,NA,73,NA,NA,NA
158,NA,NA,NA,NA,NA,192,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,NA,NA,NA,167,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA
163,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA
