"agree_pos_sim","agree_neg_sim","disagree_pos_sim","disagree_neg_sim","agree_pos_dis","agree_neg_dis","disagree_pos_dis","disagree_neg_dis","agree_pos_comp","agree_neg_comp","disagree_pos_comp","disagree_neg_comp","pos_practice","neg_practice"
54,168,92,116,143,204,153,159,7,129,73,72,206,104
154,55,29,155,139,151,31,28,119,96,68,202,21,201
167,114,137,NA,163,NA,136,81,208,122,165,123,42,102
14,112,186,NA,161,NA,132,199,187,210,158,88,NA,12
147,82,145,NA,83,NA,172,63,39,103,101,162,NA,207
23,125,41,NA,6,NA,91,200,115,NA,10,NA,NA,NA
164,191,NA,NA,NA,NA,79,40,142,NA,22,NA,NA,NA
131,38,NA,NA,NA,NA,35,149,77,NA,203,NA,NA,NA
62,NA,NA,NA,NA,NA,75,NA,146,NA,1,NA,NA,NA
205,NA,NA,NA,NA,NA,184,NA,78,NA,43,NA,NA,NA
173,NA,NA,NA,NA,NA,156,NA,135,NA,126,NA,NA,NA
15,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA
133,NA,NA,NA,NA,NA,183,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA
18,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
196,NA,NA,NA,NA,NA,182,NA,NA,NA,NA,NA,NA,NA
