"agree_pos_sim","agree_neg_sim","disagree_pos_sim","disagree_neg_sim","agree_pos_dis","agree_neg_dis","disagree_pos_dis","disagree_neg_dis","agree_pos_comp","agree_neg_comp","disagree_pos_comp","disagree_neg_comp","pos_practice","neg_practice"
15,194,167,78,31,179,175,177,94,117,47,102,76,154
134,12,198,26,29,105,39,127,196,159,182,38,43,85
75,120,203,NA,152,NA,99,111,146,27,143,58,135,183
123,125,210,NA,126,NA,34,20,200,169,37,170,NA,129
11,160,186,NA,32,NA,142,187,157,90,153,166,NA,174
91,52,95,NA,180,NA,59,140,71,NA,65,NA,NA,NA
122,18,NA,NA,NA,NA,35,61,141,NA,124,NA,NA,NA
36,57,NA,NA,NA,NA,138,188,16,NA,14,NA,NA,NA
132,NA,NA,NA,NA,NA,137,NA,44,NA,86,NA,NA,NA
184,NA,NA,NA,NA,NA,108,NA,54,NA,192,NA,NA,NA
88,NA,NA,NA,NA,NA,56,NA,68,NA,197,NA,NA,NA
130,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,NA,NA,NA,162,NA,NA,NA,NA,NA,NA,NA
202,NA,NA,NA,NA,NA,97,NA,NA,NA,NA,NA,NA,NA
128,NA,NA,NA,NA,NA,178,NA,NA,NA,NA,NA,NA,NA
24,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
