"agree_pos_sim","agree_neg_sim","disagree_pos_sim","disagree_neg_sim","agree_pos_dis","agree_neg_dis","disagree_pos_dis","disagree_neg_dis","agree_pos_comp","agree_neg_comp","disagree_pos_comp","disagree_neg_comp","pos_practice","neg_practice"
206,166,66,211,150,60,8,168,133,79,63,89,149,126
156,40,69,165,67,142,49,115,148,129,189,78,108,210
158,57,178,NA,132,NA,128,203,152,98,193,112,11,16
27,207,184,NA,55,NA,25,186,7,208,70,14,NA,195
17,58,83,NA,122,NA,59,135,100,137,170,154,NA,197
205,200,185,NA,153,NA,94,38,81,NA,161,NA,NA,NA
48,175,NA,NA,NA,NA,187,9,146,NA,31,NA,NA,NA
15,188,NA,NA,NA,NA,173,172,46,NA,91,NA,NA,NA
99,NA,NA,NA,NA,NA,93,NA,22,NA,163,NA,NA,NA
147,NA,NA,NA,NA,NA,140,NA,125,NA,131,NA,NA,NA
96,NA,NA,NA,NA,NA,95,NA,6,NA,101,NA,NA,NA
174,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,NA,169,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,NA,NA,NA,130,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA
162,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA
