"agree_pos_sim","agree_neg_sim","disagree_pos_sim","disagree_neg_sim","agree_pos_dis","agree_neg_dis","disagree_pos_dis","disagree_neg_dis","agree_pos_comp","agree_neg_comp","disagree_pos_comp","disagree_neg_comp","pos_practice","neg_practice"
83,120,167,71,35,194,179,48,16,204,171,144,111,64
86,207,90,34,143,129,209,18,205,156,1,121,94,8
85,93,161,NA,91,NA,38,173,28,5,127,176,152,17
141,68,110,NA,192,NA,184,14,135,202,24,53,NA,51
97,40,82,NA,182,NA,56,74,130,186,104,36,NA,114
162,198,70,NA,128,NA,80,60,118,NA,99,NA,NA,NA
22,2,NA,NA,NA,NA,27,172,126,NA,199,NA,NA,NA
41,12,NA,NA,NA,NA,153,23,59,NA,47,NA,NA,NA
208,NA,NA,NA,NA,NA,32,NA,206,NA,211,NA,NA,NA
15,NA,NA,NA,NA,NA,170,NA,44,NA,187,NA,NA,NA
31,NA,NA,NA,NA,NA,117,NA,33,NA,133,NA,NA,NA
46,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,NA
138,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,NA,NA,NA,159,NA,NA,NA,NA,NA,NA,NA
158,NA,NA,NA,NA,NA,154,NA,NA,NA,NA,NA,NA,NA
146,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA
