"agree_pos_sim","agree_neg_sim","disagree_pos_sim","disagree_neg_sim","agree_pos_dis","agree_neg_dis","disagree_pos_dis","disagree_neg_dis","agree_pos_comp","agree_neg_comp","disagree_pos_comp","disagree_neg_comp","pos_practice","neg_practice"
23,178,101,150,211,174,124,29,54,45,186,80,47,12
78,160,173,197,22,129,59,96,77,194,115,70,116,188
89,151,127,NA,146,NA,153,88,107,155,28,103,169,167
138,41,159,NA,94,NA,189,33,147,2,83,98,NA,30
17,168,93,NA,32,NA,8,49,152,34,14,46,NA,84
126,198,86,NA,164,NA,97,95,31,NA,148,NA,NA,NA
19,142,NA,NA,NA,NA,132,85,27,NA,87,NA,NA,NA
120,90,NA,NA,NA,NA,15,10,144,NA,67,NA,NA,NA
119,NA,NA,NA,NA,NA,104,NA,128,NA,140,NA,NA,NA
185,NA,NA,NA,NA,NA,7,NA,113,NA,162,NA,NA,NA
171,NA,NA,NA,NA,NA,133,NA,193,NA,35,NA,NA,NA
112,NA,NA,NA,NA,NA,108,NA,NA,NA,NA,NA,NA,NA
156,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,NA,165,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA
