"agree_pos_sim","agree_neg_sim","disagree_pos_sim","disagree_neg_sim","agree_pos_dis","agree_neg_dis","disagree_pos_dis","disagree_neg_dis","agree_pos_comp","agree_neg_comp","disagree_pos_comp","disagree_neg_comp","pos_practice","neg_practice"
99,171,68,55,185,178,159,96,102,93,71,59,181,114
75,187,122,33,193,199,2,192,60,201,77,82,51,97
49,206,155,NA,27,NA,45,135,208,88,53,164,15,115
150,121,173,NA,81,NA,76,176,46,189,174,62,NA,12
4,202,179,NA,63,NA,38,120,85,21,116,43,NA,183
136,3,166,NA,128,NA,14,196,209,NA,94,NA,NA,NA
83,18,NA,NA,NA,NA,129,152,133,NA,197,NA,NA,NA
180,143,NA,NA,NA,NA,39,91,126,NA,95,NA,NA,NA
1,NA,NA,NA,NA,NA,137,NA,127,NA,22,NA,NA,NA
37,NA,NA,NA,NA,NA,101,NA,107,NA,125,NA,NA,NA
118,NA,NA,NA,NA,NA,186,NA,134,NA,200,NA,NA,NA
35,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA
10,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,NA,NA,NA,182,NA,NA,NA,NA,NA,NA,NA
