"agree_pos_sim","agree_neg_sim","disagree_pos_sim","disagree_neg_sim","agree_pos_dis","agree_neg_dis","disagree_pos_dis","disagree_neg_dis","agree_pos_comp","agree_neg_comp","disagree_pos_comp","disagree_neg_comp","pos_practice","neg_practice"
152,88,100,1,70,52,78,174,89,61,104,17,146,30
209,120,54,14,69,98,58,143,170,155,81,169,121,159
83,162,47,NA,24,NA,26,137,10,165,50,37,125,68
183,202,9,NA,33,NA,84,157,140,198,119,3,NA,29
87,25,144,NA,150,NA,105,205,208,196,65,188,NA,190
4,107,116,NA,60,NA,7,62,156,NA,197,NA,NA,NA
74,114,NA,NA,NA,NA,211,168,91,NA,130,NA,NA,NA
153,44,NA,NA,NA,NA,38,149,35,NA,67,NA,NA,NA
86,NA,NA,NA,NA,NA,39,NA,189,NA,118,NA,NA,NA
108,NA,NA,NA,NA,NA,23,NA,148,NA,48,NA,NA,NA
28,NA,NA,NA,NA,NA,82,NA,103,NA,21,NA,NA,NA
122,NA,NA,NA,NA,NA,166,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,NA,NA,NA,117,NA,NA,NA,NA,NA,NA,NA
185,NA,NA,NA,NA,NA,151,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,NA,NA,NA,132,NA,NA,NA,NA,NA,NA,NA
