"agree_pos_sim","agree_neg_sim","disagree_pos_sim","disagree_neg_sim","agree_pos_dis","agree_neg_dis","disagree_pos_dis","disagree_neg_dis","agree_pos_comp","agree_neg_comp","disagree_pos_comp","disagree_neg_comp","pos_practice","neg_practice"
193,165,201,99,91,191,10,118,NA,19,NA,196,152,164
60,145,2,160,153,25,34,169,NA,156,6,180,136,142
53,151,-48,NA,124,NA,4,33,46,7,NA,178,73,55
209,80,176,NA,119,NA,123,174,115,207,111,58,NA,159
27,143,78,NA,-168,NA,103,93,170,150,181,133,NA,71
108,45,144,NA,86,NA,186,161,26,116,185,177,NA,NA
75,8,NA,NA,NA,NA,140,36,49,114,67,166,NA,NA
15,89,NA,NA,NA,NA,187,137,35,NA,32,NA,NA,NA
125,NA,NA,NA,NA,NA,83,NA,127,NA,126,NA,NA,NA
81,NA,NA,NA,NA,NA,3,NA,39,NA,63,NA,NA,NA
-195,NA,NA,NA,NA,NA,-68,NA,13,NA,87,NA,NA,NA
1,NA,NA,NA,NA,NA,-62,NA,NA,NA,NA,NA,NA,NA
-132,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA
158,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA
