"agree_pos_sim","agree_neg_sim","disagree_pos_sim","disagree_neg_sim","agree_pos_dis","agree_neg_dis","disagree_pos_dis","disagree_neg_dis","agree_pos_comp","agree_neg_comp","disagree_pos_comp","disagree_neg_comp","pos_practice","neg_practice"
65,117,187,169,144,72,45,82,75,165,102,57,83,106
180,16,107,118,23,199,96,198,196,204,193,195,173,190
60,151,81,NA,197,NA,66,191,192,194,116,92,79,189
171,207,112,NA,15,NA,86,12,47,179,10,88,NA,201
14,18,188,NA,51,NA,208,42,164,38,113,159,NA,168
89,80,34,NA,126,NA,115,121,87,NA,54,NA,NA,NA
131,19,NA,NA,NA,NA,103,143,156,NA,30,NA,NA,NA
100,120,NA,NA,NA,NA,141,8,111,NA,148,NA,NA,NA
31,NA,NA,NA,NA,NA,155,NA,63,NA,133,NA,NA,NA
67,NA,NA,NA,NA,NA,24,NA,2,NA,122,NA,NA,NA
203,NA,NA,NA,NA,NA,132,NA,127,NA,206,NA,NA,NA
136,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA
134,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA
157,NA,NA,NA,NA,NA,153,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,NA,NA,NA,149,NA,NA,NA,NA,NA,NA,NA
