"agree_pos_sim","agree_neg_sim","disagree_pos_sim","disagree_neg_sim","agree_pos_dis","agree_neg_dis","disagree_pos_dis","disagree_neg_dis","agree_pos_comp","agree_neg_comp","disagree_pos_comp","disagree_neg_comp","pos_practice","neg_practice"
43,160,32,71,82,178,104,128,96,1,42,64,181,61
70,106,191,185,27,39,73,95,83,177,74,190,36,51
80,3,143,NA,21,NA,144,60,24,113,65,102,53,187
203,120,199,NA,186,NA,50,150,121,131,175,31,NA,5
18,142,204,NA,152,NA,19,29,77,209,151,110,NA,40
111,41,9,NA,140,NA,161,10,173,NA,7,NA,NA,NA
133,201,NA,NA,NA,NA,138,127,58,NA,103,NA,NA,NA
109,200,NA,NA,NA,NA,147,20,92,NA,176,NA,NA,NA
124,NA,NA,NA,NA,NA,87,NA,2,NA,63,NA,NA,NA
198,NA,NA,NA,NA,NA,54,NA,194,NA,47,NA,NA,NA
189,NA,NA,NA,NA,NA,145,NA,98,NA,13,NA,NA,NA
132,NA,NA,NA,NA,NA,135,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,NA
148,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,NA
197,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,NA,NA,NA,149,NA,NA,NA,NA,NA,NA,NA
