"agree_pos_sim","agree_neg_sim","disagree_pos_sim","disagree_neg_sim","agree_pos_dis","agree_neg_dis","disagree_pos_dis","disagree_neg_dis","agree_pos_comp","agree_neg_comp","disagree_pos_comp","disagree_neg_comp","pos_practice","neg_practice"
30,210,79,88,49,168,144,177,120,32,74,105,48,3
63,208,202,56,146,57,99,69,96,179,114,186,174,153
35,41,125,NA,22,NA,113,29,140,117,158,188,93,83
127,129,191,NA,128,NA,66,209,85,154,176,5,NA,115
37,38,16,NA,31,NA,98,184,160,183,36,61,NA,64
28,80,171,NA,94,NA,102,82,1,NA,126,NA,NA,NA
143,151,NA,NA,NA,NA,54,10,109,NA,87,NA,NA,NA
19,132,NA,NA,NA,NA,71,20,139,NA,81,NA,NA,NA
149,NA,NA,NA,NA,NA,155,NA,75,NA,21,NA,NA,NA
11,NA,NA,NA,NA,NA,101,NA,33,NA,152,NA,NA,NA
211,NA,NA,NA,NA,NA,53,NA,199,NA,193,NA,NA,NA
46,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
200,NA,NA,NA,NA,NA,173,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA
195,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA
163,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA
