"agree_pos_sim","agree_neg_sim","disagree_pos_sim","disagree_neg_sim","agree_pos_dis","agree_neg_dis","disagree_pos_dis","disagree_neg_dis","agree_pos_comp","agree_neg_comp","disagree_pos_comp","disagree_neg_comp","pos_practice","neg_practice"
31,166,17,123,208,191,103,164,152,66,94,40,148,138
26,55,121,41,81,54,60,107,184,106,109,59,196,186
133,72,120,NA,49,NA,170,30,37,149,51,129,175,52
56,67,100,NA,136,NA,96,33,132,162,131,134,NA,36
126,154,195,NA,1,NA,150,10,46,24,124,169,NA,163
22,38,50,NA,203,NA,88,3,181,NA,180,NA,NA,NA
14,192,NA,NA,NA,NA,35,157,140,NA,32,NA,NA,NA
15,9,NA,NA,NA,NA,25,171,42,NA,130,NA,NA,NA
119,NA,NA,NA,NA,NA,182,NA,34,NA,7,NA,NA,NA
111,NA,NA,NA,NA,NA,144,NA,69,NA,206,NA,NA,NA
211,NA,NA,NA,NA,NA,75,NA,87,NA,193,NA,NA,NA
174,NA,NA,NA,NA,NA,115,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,NA,NA,NA,101,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,NA,NA,NA,187,NA,NA,NA,NA,NA,NA,NA
209,NA,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA
