"agree_pos_sim","agree_neg_sim","disagree_pos_sim","disagree_neg_sim","agree_pos_dis","agree_neg_dis","disagree_pos_dis","disagree_neg_dis","agree_pos_comp","agree_neg_comp","disagree_pos_comp","disagree_neg_comp","pos_practice","neg_practice"
143,210,120,20,111,40,58,32,71,63,152,61,196,114
146,18,121,96,124,204,109,136,181,78,127,202,172,88
203,207,187,NA,108,NA,135,5,75,11,74,123,186,92
159,64,16,NA,15,NA,62,125,157,145,180,70,NA,160
30,98,191,NA,49,NA,95,102,197,25,36,84,NA,205
69,53,165,NA,13,NA,164,35,73,NA,2,NA,NA,NA
86,107,NA,NA,NA,NA,59,90,105,NA,54,NA,NA,NA
185,3,NA,NA,NA,NA,68,201,94,NA,158,NA,NA,NA
79,NA,NA,NA,NA,NA,154,NA,178,NA,110,NA,NA,NA
200,NA,NA,NA,NA,NA,137,NA,37,NA,184,NA,NA,NA
87,NA,NA,NA,NA,NA,113,NA,182,NA,148,NA,NA,NA
128,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA
170,NA,NA,NA,NA,NA,97,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA
153,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA
