"agree_pos_sim","agree_neg_sim","disagree_pos_sim","disagree_neg_sim","agree_pos_dis","agree_neg_dis","disagree_pos_dis","disagree_neg_dis","agree_pos_comp","agree_neg_comp","disagree_pos_comp","disagree_neg_comp","pos_practice","neg_practice"
180,80,162,65,85,190,137,62,4,179,46,96,192,8
97,168,27,40,197,82,34,98,25,90,11,202,51,207
28,74,57,NA,32,NA,55,144,13,120,123,60,126,122
131,112,81,NA,67,NA,10,173,153,167,203,205,NA,114
31,104,184,NA,58,NA,208,142,76,9,156,171,NA,78
111,201,56,NA,170,NA,39,154,140,NA,158,NA,NA,NA
44,121,NA,NA,NA,NA,125,18,127,NA,181,NA,NA,NA
159,204,NA,NA,NA,NA,132,43,1,NA,49,NA,NA,NA
75,NA,NA,NA,NA,NA,136,NA,108,NA,35,NA,NA,NA
24,NA,NA,NA,NA,NA,209,NA,30,NA,99,NA,NA,NA
73,NA,NA,NA,NA,NA,160,NA,148,NA,37,NA,NA,NA
118,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA
193,NA,NA,NA,NA,NA,141,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA
182,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,NA
147,NA,NA,NA,NA,NA,145,NA,NA,NA,NA,NA,NA,NA
