"agree_pos_sim","agree_neg_sim","disagree_pos_sim","disagree_neg_sim","agree_pos_dis","agree_neg_dis","disagree_pos_dis","disagree_neg_dis","agree_pos_comp","agree_neg_comp","disagree_pos_comp","disagree_neg_comp","pos_practice","neg_practice"
208,201,159,103,111,79,200,85,49,11,76,7,16,101
90,52,210,202,130,207,50,21,73,72,187,162,31,106
44,204,198,NA,115,NA,172,51,17,66,38,93,155,178
94,80,203,NA,146,NA,110,27,29,40,26,68,NA,137
88,2,145,NA,209,NA,3,140,48,18,165,9,NA,193
67,151,62,NA,197,NA,205,156,54,NA,191,NA,NA,NA
1,102,NA,NA,NA,NA,59,95,23,NA,75,NA,NA,NA
141,45,NA,NA,NA,NA,131,150,121,NA,112,NA,NA,NA
63,NA,NA,NA,NA,NA,153,NA,158,NA,104,NA,NA,NA
182,NA,NA,NA,NA,NA,108,NA,143,NA,179,NA,NA,NA
128,NA,NA,NA,NA,NA,116,NA,171,NA,164,NA,NA,NA
56,NA,NA,NA,NA,NA,149,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA
176,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA
148,NA,NA,NA,NA,NA,170,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA
