"agree_pos_sim","agree_neg_sim","disagree_pos_sim","disagree_neg_sim","agree_pos_dis","agree_neg_dis","disagree_pos_dis","disagree_neg_dis","agree_pos_comp","agree_neg_comp","disagree_pos_comp","disagree_neg_comp","pos_practice","neg_practice"
29,45,210,32,35,165,202,189,158,160,48,63,15,82
34,129,3,25,6,168,183,16,50,87,40,80,176,201
156,68,69,NA,130,NA,178,135,119,12,23,120,81,18
71,207,85,NA,146,NA,46,151,184,204,104,191,NA,38
199,166,57,NA,200,NA,155,107,132,106,44,98,NA,79
114,186,43,NA,91,NA,192,8,112,NA,157,NA,NA,NA
110,145,NA,NA,NA,NA,103,152,123,NA,49,NA,NA,NA
27,51,NA,NA,NA,NA,174,52,154,NA,205,NA,NA,NA
163,NA,NA,NA,NA,NA,89,NA,56,NA,203,NA,NA,NA
181,NA,NA,NA,NA,NA,179,NA,136,NA,41,NA,NA,NA
10,NA,NA,NA,NA,NA,171,NA,59,NA,180,NA,NA,NA
122,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,NA,NA,NA,115,NA,NA,NA,NA,NA,NA,NA
148,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
144,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,NA
