"agree_pos_sim","agree_neg_sim","disagree_pos_sim","disagree_neg_sim","agree_pos_dis","agree_neg_dis","disagree_pos_dis","disagree_neg_dis","agree_pos_comp","agree_neg_comp","disagree_pos_comp","disagree_neg_comp","pos_practice","neg_practice"
136,51,52,104,150,105,130,116,172,114,42,90,206,5
148,38,2,59,63,122,30,16,199,17,128,151,78,74
209,76,98,NA,25,NA,167,189,125,44,100,83,152,141
181,190,129,NA,22,NA,179,155,192,153,65,133,NA,11
6,106,32,NA,49,NA,10,3,111,173,91,73,NA,61
41,175,14,NA,118,NA,182,70,119,NA,135,NA,NA,NA
170,36,NA,NA,NA,NA,154,82,160,NA,210,NA,NA,NA
184,72,NA,NA,NA,NA,26,56,195,NA,99,NA,NA,NA
108,NA,NA,NA,NA,NA,143,NA,180,NA,77,NA,NA,NA
157,NA,NA,NA,NA,NA,142,NA,185,NA,4,NA,NA,NA
123,NA,NA,NA,NA,NA,132,NA,46,NA,156,NA,NA,NA
35,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,NA,NA,NA,186,NA,NA,NA,NA,NA,NA,NA
174,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,NA,NA,NA,208,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA
