"agree_pos_sim","agree_neg_sim","disagree_pos_sim","disagree_neg_sim","agree_pos_dis","agree_neg_dis","disagree_pos_dis","disagree_neg_dis","agree_pos_comp","agree_neg_comp","disagree_pos_comp","disagree_neg_comp","pos_practice","neg_practice"
56,60,10,162,95,110,24,127,181,34,141,157,73,11
1,143,77,50,71,82,25,177,65,72,122,2,96,7
28,160,32,NA,211,NA,114,19,203,166,164,120,130,74
100,84,90,NA,180,NA,67,27,192,12,49,93,NA,26
144,145,178,NA,200,NA,3,159,46,38,150,163,NA,131
88,198,40,NA,63,NA,140,186,94,NA,116,NA,NA,NA
42,41,NA,NA,NA,NA,47,85,172,NA,81,NA,NA,NA
79,118,NA,NA,NA,NA,195,66,112,NA,158,NA,NA,NA
197,NA,NA,NA,NA,NA,183,NA,48,NA,86,NA,NA,NA
89,NA,NA,NA,NA,NA,55,NA,37,NA,202,NA,NA,NA
128,NA,NA,NA,NA,NA,91,NA,22,NA,133,NA,NA,NA
185,NA,NA,NA,NA,NA,149,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,NA,NA,NA,171,NA,NA,NA,NA,NA,NA,NA
179,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,NA,NA,NA
16,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,NA
15,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA
