"agree_pos_sim","agree_neg_sim","disagree_pos_sim","disagree_neg_sim","agree_pos_dis","agree_neg_dis","disagree_pos_dis","disagree_neg_dis","agree_pos_comp","agree_neg_comp","disagree_pos_comp","disagree_neg_comp","pos_practice","neg_practice"
51,207,50,179,67,198,17,101,148,190,178,114,131,4
150,7,82,20,154,201,87,2,189,45,192,84,130,202
211,110,147,NA,71,NA,153,85,53,103,63,165,121,132
13,64,70,NA,134,NA,141,143,155,19,128,65,NA,11
47,120,99,NA,111,NA,73,9,21,25,97,80,NA,34
56,169,162,NA,37,NA,54,18,172,NA,91,NA,NA,NA
136,69,NA,NA,NA,NA,74,52,6,NA,15,NA,NA,NA
200,127,NA,NA,NA,NA,59,177,40,NA,23,NA,NA,NA
138,NA,NA,NA,NA,NA,44,NA,209,NA,90,NA,NA,NA
185,NA,NA,NA,NA,NA,203,NA,158,NA,140,NA,NA,NA
126,NA,NA,NA,NA,NA,104,NA,119,NA,86,NA,NA,NA
22,NA,NA,NA,NA,NA,133,NA,NA,NA,NA,NA,NA,NA
197,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA
164,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,NA,NA,NA,116,NA,NA,NA,NA,NA,NA,NA
170,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA
