"agree_pos_sim","agree_neg_sim","disagree_pos_sim","disagree_neg_sim","agree_pos_dis","agree_neg_dis","disagree_pos_dis","disagree_neg_dis","agree_pos_comp","agree_neg_comp","disagree_pos_comp","disagree_neg_comp","pos_practice","neg_practice"
128,58,33,87,157,103,48,162,180,10,21,139,124,72
114,11,179,70,152,98,173,95,147,91,172,7,193,177
141,121,195,NA,203,NA,125,163,65,93,56,24,196,167
132,16,155,NA,158,NA,102,60,71,8,154,198,NA,201
30,41,18,NA,22,NA,1,161,85,59,31,80,NA,105
140,57,159,NA,13,NA,186,12,2,NA,127,NA,NA,NA
209,62,NA,NA,NA,NA,47,75,126,NA,178,NA,NA,NA
200,129,NA,NA,NA,NA,78,134,133,NA,26,NA,NA,NA
37,NA,NA,NA,NA,NA,86,NA,130,NA,118,NA,NA,NA
144,NA,NA,NA,NA,NA,153,NA,142,NA,146,NA,NA,NA
81,NA,NA,NA,NA,NA,192,NA,185,NA,108,NA,NA,NA
138,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,NA,NA,NA,148,NA,NA,NA,NA,NA,NA,NA
174,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,NA
165,NA,NA,NA,NA,NA,150,NA,NA,NA,NA,NA,NA,NA
181,NA,NA,NA,NA,NA,149,NA,NA,NA,NA,NA,NA,NA
