"agree_pos_sim","agree_neg_sim","disagree_pos_sim","disagree_neg_sim","agree_pos_dis","agree_neg_dis","disagree_pos_dis","disagree_neg_dis","agree_pos_comp","agree_neg_comp","disagree_pos_comp","disagree_neg_comp","pos_practice","neg_practice"
21,106,190,56,131,201,46,18,119,162,2,198,146,57
51,112,79,173,67,45,99,172,113,123,193,53,182,191
157,160,137,NA,176,NA,135,85,132,92,159,155,97,166
7,27,12,NA,211,NA,1,183,17,10,138,210,NA,105
22,55,174,NA,6,NA,125,74,77,121,24,16,NA,34
130,188,145,NA,161,NA,154,114,127,NA,189,NA,NA,NA
192,207,NA,NA,NA,NA,60,42,206,NA,26,NA,NA,NA
156,202,NA,NA,NA,NA,96,83,78,NA,147,NA,NA,NA
69,NA,NA,NA,NA,NA,164,NA,181,NA,62,NA,NA,NA
59,NA,NA,NA,NA,NA,101,NA,208,NA,143,NA,NA,NA
88,NA,NA,NA,NA,NA,68,NA,65,NA,87,NA,NA,NA
40,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA
196,NA,NA,NA,NA,NA,167,NA,NA,NA,NA,NA,NA,NA
13,NA,NA,NA,NA,NA,199,NA,NA,NA,NA,NA,NA,NA
197,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA
