"agree_pos_sim","agree_neg_sim","disagree_pos_sim","disagree_neg_sim","agree_pos_dis","agree_neg_dis","disagree_pos_dis","disagree_neg_dis","agree_pos_comp","agree_neg_comp","disagree_pos_comp","disagree_neg_comp","pos_practice","neg_practice"
62,184,165,134,46,9,104,95,67,19,58,108,198,64
136,80,190,171,153,135,36,30,119,5,111,39,176,25
202,145,86,NA,203,NA,72,166,116,121,197,61,49,183
148,178,57,NA,126,NA,141,179,79,102,92,69,NA,90
54,68,101,NA,131,NA,151,20,109,105,169,7,NA,154
205,175,93,NA,99,NA,120,177,137,NA,53,NA,NA,NA
6,129,NA,NA,NA,NA,196,186,113,NA,97,NA,NA,NA
24,201,NA,NA,NA,NA,78,27,50,NA,28,NA,NA,NA
172,NA,NA,NA,NA,NA,194,NA,174,NA,143,NA,NA,NA
181,NA,NA,NA,NA,NA,43,NA,33,NA,124,NA,NA,NA
138,NA,NA,NA,NA,NA,204,NA,75,NA,170,NA,NA,NA
128,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA
133,NA,NA,NA,NA,NA,195,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,NA,NA,NA,114,NA,NA,NA,NA,NA,NA,NA
209,NA,NA,NA,NA,NA,206,NA,NA,NA,NA,NA,NA,NA
