"agree_pos_sim","agree_neg_sim","disagree_pos_sim","disagree_neg_sim","agree_pos_dis","agree_neg_dis","disagree_pos_dis","disagree_neg_dis","agree_pos_comp","agree_neg_comp","disagree_pos_comp","disagree_neg_comp","pos_practice","neg_practice"
143,207,160,25,100,194,41,166,148,16,86,79,63,69
47,201,117,118,196,12,82,169,28,98,23,114,96,190
35,175,203,NA,72,NA,115,140,49,29,134,206,70,135
152,150,3,NA,147,NA,27,155,111,200,126,182,NA,88
165,62,76,NA,91,NA,132,8,170,85,53,18,NA,42
164,204,102,NA,180,NA,10,78,99,NA,179,NA,NA,NA
183,68,NA,NA,NA,NA,191,59,185,NA,51,NA,NA,NA
174,151,NA,NA,NA,NA,137,4,71,NA,172,NA,NA,NA
84,NA,NA,NA,NA,NA,39,NA,77,NA,89,NA,NA,NA
108,NA,NA,NA,NA,NA,34,NA,163,NA,21,NA,NA,NA
176,NA,NA,NA,NA,NA,38,NA,112,NA,158,NA,NA,NA
97,NA,NA,NA,NA,NA,188,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,NA,NA,NA,209,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA
131,NA,NA,NA,NA,NA,136,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA
