"agree_pos_sim","agree_neg_sim","disagree_pos_sim","disagree_neg_sim","agree_pos_dis","agree_neg_dis","disagree_pos_dis","disagree_neg_dis","agree_pos_comp","agree_neg_comp","disagree_pos_comp","disagree_neg_comp","pos_practice","neg_practice"
53,190,57,20,91,70,182,90,209,207,46,88,48,191
134,188,135,5,179,166,150,210,116,93,147,143,94,175
163,151,103,NA,124,NA,185,41,97,112,30,120,130,11
56,194,58,NA,82,NA,24,161,47,177,109,160,NA,204
67,98,59,NA,138,NA,156,61,108,3,96,64,NA,178
189,184,42,NA,113,NA,60,77,132,NA,196,NA,NA,NA
111,145,NA,NA,NA,NA,169,104,10,NA,71,NA,NA,NA
115,201,NA,NA,NA,NA,85,92,174,NA,87,NA,NA,NA
153,NA,NA,NA,NA,NA,22,NA,50,NA,181,NA,NA,NA
36,NA,NA,NA,NA,NA,27,NA,155,NA,28,NA,NA,NA
136,NA,NA,NA,NA,NA,118,NA,75,NA,84,NA,NA,NA
32,NA,NA,NA,NA,NA,197,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,NA,121,NA,NA,NA,NA,NA,NA,NA
164,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA
