,ParticipantID,Run,Condition,ConditionName,Question,QuestionNumber,peerName,left_or_right,FirstButtonPressTime,CorrectButtonPressTime,ParticipantsFirstAnswer,First_RT,Correct_RT,ItemStart,ItemEnd,FeedbackStart,FeedbackEnd,ItemDur,FeedbackDur,Real_ITI,Real_ISI,TrialStart,TrialEnd,TrialEnd_Length,FixStart,FixDur,FixEnd
0,SCN_165,4,1,LowReward_Computer,Like family,148.0,Computer,L,8.604427399999622,8.604427399999622,L,0.5227341999998316,0.5227341999998316,6.557603899999776,8.8831296999997,12.005692400000044,14.005687300000318,2.325525799999923,1.9999949000002744,0.9967452999999296,3.122549699999581,6.022715400000379,14.005739299999732,8.988912599999821,0.01668450000033772,5.000080299999354,5.016764799999692
1,SCN_165,4,5,HighReward_SimPeer,Like roller coasters,51.0,Charlie,L,20.90588409999964,20.90588409999964,L,0.7517401000004611,0.7517401000004611,18.623088800000005,21.18939870000031,23.244217399999798,25.24415020000015,2.566309900000306,1.9999328000003516,4.070578300000307,2.054806899999676,18.096673299999566,25.244196499999816,11.231684699999278,N/A,N/A,N/A
2,SCN_165,4,0,LowReward_DisPeer,Like playing chess,90.0,Shiloh,R,30.90438019999965,30.90438019999965,R,0.5478720000000976,0.5478720000000976,28.827752000000146,31.191347899999528,33.61256189999949,35.61232089999976,2.363595899999382,1.9997590000002674,3.038249000000178,2.421202500000618,28.301884800000153,35.61237379999966,10.363483900000574,N/A,N/A,N/A
3,SCN_165,4,2,LowReward_SimPeer,Like eating out,21.0,Charlie,L,41.25406370000019,41.25406370000019,L,0.4443547999999282,0.4443547999999282,39.27978350000012,41.543983300000036,43.764816599999904,45.76484789999995,2.264199799999915,2.000031300000046,3.118036199999551,2.2208197999998447,38.751050799999575,45.76489320000019,10.14704780000011,N/A,N/A,N/A
4,SCN_165,4,1,LowReward_Computer,Like camping,56.0,Computer,L,52.420016199999736,52.420016199999736,L,0.6069410000000062,0.6069410000000062,50.281953699999576,52.69812699999966,56.22153520000029,58.22157619999962,2.4161733000000822,2.000040999999328,3.9703401000006124,3.5233961000003546,49.755577699999776,58.221631100000195,12.451994199999717,N/A,N/A,N/A
5,SCN_165,4,4,HighReward_Computer,Like board games,99.0,Computer,R,65.5060827999996,65.5060827999996,R,0.5183974000001399,0.5183974000001399,63.45925179999995,65.78914019999957,71.31613050000033,73.31607059999988,2.329888399999618,1.9999400999995487,4.703956199999993,5.5269797000000835,62.94572729999982,73.31612289999975,15.088968199999726,N/A,N/A,N/A
6,SCN_165,4,5,HighReward_SimPeer,Like ice cream,49.0,Charlie,L,79.0392853000003,79.0392853000003,L,0.6099014999999781,0.6099014999999781,76.90079289999994,79.3310418000001,81.90251069999977,83.90196079999987,2.4302489000001515,1.9994501000001037,3.0485366000002614,2.571455600000263,76.38507209999989,83.90202090000002,10.580246299999999,N/A,N/A,N/A
7,SCN_165,4,0,LowReward_DisPeer,Like parties,24.0,Shiloh,R,89.35783670000001,89.35783670000001,R,0.4255401999998867,0.4255401999998867,87.4030143,89.65026959999977,92.03868020000027,94.03888050000023,2.247255299999779,2.0002002999999604,2.9627557000003435,2.3883954999992056,86.88570739999977,94.03893169999992,10.131120600000031,N/A,N/A,N/A
8,SCN_165,4,1,LowReward_Computer,Not a reader,29.0,Computer,R,102.39426949999961,102.39426949999961,R,0.5044674999999188,0.5044674999999188,100.35939140000028,102.67451150000034,106.79899380000006,108.79891250000037,2.3151201000000583,1.9999187000003076,5.784372799999801,4.124469800000043,99.84287630000017,108.79897230000006,14.75429720000011,N/A,N/A,N/A
9,SCN_165,4,2,LowReward_SimPeer,Like making videos,101.0,Charlie,L,114.47319419999985,114.47319419999985,L,0.4942272000007506,0.4942272000007506,112.45275860000038,114.76373950000016,118.05324560000008,120.05303670000012,2.3109808999997767,1.9997911000000386,3.099369700000352,3.2894790999998804,111.9187179999999,120.05309039999975,11.247937300000558,N/A,N/A,N/A
